ID,EHR_kood,TaisAadress,Maakond,KOV,KOV_voi_LinnaOsa,Tänav_Hoone_Nr,Esmane_Kasutuselevotu_Aasta,Ajastu,Hooneosade_Arv,Hooneosade_Arv_Normaliseeritud,Ruumide_Arv,Maksimaalne_Korruste_Arv,Korterite arv trepikojas,Liftid,Trepikodade_Arv,MaaAluste_Korruste_Arv,Korgus,Korgus_Umardatud,Laius,Pikkus,EhitusAlune_Pindala,Suletud_Netopindala,Building_Common_Area,Heated_Area,Välisseina_liik,Valisnurkade Arva,Sisenurkade Arv,Katusekatte materjal,Soojusvarustuse liik,Lamekatus_0/1,kahepoolne_kaldkatus_0/1,ühepoole_kaldkatus_0/1,Lodzad_0/1,Rõdud_0/1,Otstes aknad_0/1,Energy_Certificate_Class,Asein_märgis,Aaken_märgis
24,108013706,"Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Puiestee tn 14",Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Puiestee tn 14,1980,1971-1980,24,20,106,3,2.6666666666666665,0,3,1,12.0,12.0,11.6,47.6,566.0,1683.0,61.6,1683.0,väikepaneel,4,0,'plekk','kaugküte',0,1,0,0,0,0.0,C,1527.1000000000001,359.8
379,101010755,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Jahu tn 8",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Jahu tn 8,1959,1951-1960,24,20,95,4,3.0,0,2,1,16.0,16.0,,,430.0,1701.6,459.7,1282.0,tellis,4,0,'plekk','kaugküte',0,1,0,1,1,1.0,C,1130.6,238.00000000000003
251,104018184,"Tartu maakond, Tartu linn, Tartu linn, Savi tn 31",Tartu maakond, Tartu linn, Tartu linn, Savi tn 31,1991,1991-2000,24,20,126,4,3.0,0,2,1,15.1,15.0,34.0,38.6,602.0,2246.6,608.4,1709.6,tellis,18,14,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,C,1346.2,188.5
230,112017180,"Viljandi maakond, Viljandi linn, Kauge tn 24",Viljandi maakond, Viljandi linn, Viljandi linn, Kauge tn 24,1992,1991-2000,24,20,110,4,3.0,0,2,1,14.7,14.5,22.1,33.9,534.3,1883.7,482.1,1500.6,tellis,9,5,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1.0,C,1530.3,221.1
102,101026350,"Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7a",Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7a,1959,1951-1960,24,20,90,3,4.0,0,2,1,12.1,12.0,11.4,36.4,393.0,1185.8,337.2,922.1,tellis,5,1,'plekk','lokaalküte',0,1,0,0,0,1.0,E,635.6,299.6
141,103014270,"Pärnu maakond, Pärnu linn, Pärnu linn, Pikk tn 8",Pärnu maakond, Pärnu linn, Pärnu linn, Pikk tn 8,1963,1961-1970,24,20,90,3,4.0,0,2,1,13.5,13.5,,,430.0,1092.4,210.3,877.0,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,D,584.0,205.0
38,104016961,"Tartu maakond, Tartu linn, Tartu linn, Ilmatsalu tn 18",Tartu maakond, Tartu linn, Tartu linn, Ilmatsalu tn 18,1977,1971-1980,24,20,101,3,4.0,0,2,1,11.0,11.0,,,458.0,1380.6,57.8,1045.6,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,E,0.0,0.0
328,104029558,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 21",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 21,1960,1951-1960,24,20,90,3,4.0,0,2,1,12.1,12.0,11.5,35.9,388.0,1017.0,192.0,1017.0,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,A,460.0,206.0
329,104030297,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 23",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 23,1959,1951-1960,24,20,90,3,4.0,0,2,1,13.9,14.0,11.5,35.9,396.0,1211.6,370.0,1211.6,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,A,512.0,214.4
31,104033500,"Tartu maakond, Elva vald, Elva linn, Tartu mnt 27a",Tartu maakond, Elva vald, Elva linn, Tartu mnt 27a,1964,1961-1970,24,20,97,3,4.0,0,2,1,12.2,12.0,,,474.0,1370.3,134.4,1050.0,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1.0,E,0.0,0.0
330,106006352,"Saare maakond, Saaremaa vald, Kuressaare linn, K. Ojassoo tn 2",Saare maakond, Saaremaa vald, Kuressaare linn, K. Ojassoo tn 2,1963,1961-1970,24,20,90,3,4.0,0,2,1,12.3,12.5,11.4,36.4,394.0,1136.0,312.3,883.0,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,A,457.3,204.8
331,106006353,"Saare maakond, Saaremaa vald, Kuressaare linn, K. Ojassoo tn 4",Saare maakond, Saaremaa vald, Kuressaare linn, K. Ojassoo tn 4,1962,1961-1970,24,20,90,3,4.0,0,2,1,12.3,12.5,11.4,36.4,407.0,1118.3,301.5,870.0,tellis,4,0,'plekk',"'kaugküte', 'kohtküte'",0,1,0,0,0,1.0,A,457.3,204.8
211,101018392,"Harju maakond, Tallinn, Lasnamäe linnaosa, Majaka põik 9",Harju maakond, Tallinn, Lasnamäe linnaosa, Majaka põik 9,1960,1951-1960,24,20,102,4,6.0,0,1,1,11.0,11.0,14.3,38.2,549.0,1533.5,242.3,1417.2,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal',"'kohtküte', 'kaugküte'",0,0,1,0,0,1.0,C,667.4,197.59999999999997
42,109017188,"Rapla maakond, Rapla vald, Rapla linn, Ööbiku tn 3",Rapla maakond, Rapla vald, Rapla linn, Ööbiku tn 3,1980,1971-1980,25,30,126,3,1.6666666666666667,0,5,1,9.8,10.0,47.3,54.3,879.0,1940.7,433.3,1662.2,tellis,10,6,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1.0,E,1218.1,264.4
235,101022494,"Harju maakond, Tallinn, Nõmme linnaosa, Tungla tn 8",Harju maakond, Tallinn, Nõmme linnaosa, Tungla tn 8,1980,1971-1980,25,30,133,5,2.5,0,2,1,17.4,17.5,,,506.0,2235.7,565.4,1911.0,tellis,12,8,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,D,2398.9,379.0
129,116002476,"Harju maakond, Harku vald, Harku alevik, Instituudi tee 16",Harju maakond, Harku vald, Harku alevik, Instituudi tee 16,1965,1961-1970,25,30,85,3,2.777777777777778,0,3,1,12.8,13.0,12.7,41.0,493.5,1398.3,350.1,1398.3,tellis,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',0,1,0,0,0,1.0,F,602.0,219.0
136,104038001,"Tartu maakond, Tartu linn, Tartu linn, Tähe tn 56",Tartu maakond, Tartu linn, Tartu linn, Tähe tn 56,1967,1961-1970,25,30,93,4,3.125,0,2,1,14.8,15.0,10.9,37.6,418.0,1568.6,255.9,1229.5,tellis,4,0,'eterniit','kaugküte',0,1,0,0,1,0.0,F,846.0,320.6
5,104025876,"Tartu maakond, Tartu linn, Tartu linn, Ravila tn 30a",Tartu maakond, Tartu linn, Tartu linn, Ravila tn 30a,1976,1971-1980,27,30,108,3,3.0,0,3,1,12.3,12.5,,,547.0,1665.1,500.6,1221.0,tellis,4,0,'eterniit','kaugküte',0,1,0,1,0,1.0,E,0.0,0.0
204,108012200,"Lääne-Viru maakond, Rakvere linn, Karja tn 45",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Karja tn 45,1989,1981-1990,27,30,110,3,3.0,0,3,1,11.3,11.5,26.2,46.0,670.1,1924.7,429.3,1453.5,suurplokk,6,2,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,C,1021.4,151.1
43,116033748,"Harju maakond, Viimsi vald, Haabneeme alevik, Heki tee 3",Harju maakond, Viimsi vald, Haabneeme alevik, Heki tee 3,1988,1981-1990,28,30,126,5,1.4,0,4,1,19.4,19.5,33.1,60.6,778.0,2670.6,798.6,2456.0,tellis,24,20,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,C,2471.0,339.0
27,107007423,"Järva maakond, Paide linn, Paide linn, Soo tn 22",Järva maakond, Paide linn, Paide linn, Soo tn 22,1991,1991-2000,28,30,148,4,2.3333333333333335,0,3,1,13.5,13.5,14.3,58.8,753.0,2558.4,683.8,2879.0,tellis,8,4,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'lokaalküte'",1,0,0,1,0,1.0,B,1100.4,258.2
48,101015752,"Harju maakond, Tallinn, Mustamäe linnaosa, Siili tn 17",Harju maakond, Tallinn, Mustamäe linnaosa, Siili tn 17,1981,1981-1990,28,30,126,7,4.0,1,1,1,26.0,26.0,16.0,27.2,372.0,2100.8,498.4,1602.4,tellis,10,6,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,D,1781.1999999999998,911.1
378,116002152,"Harju maakond, Harku vald, Tabasalu alevik, Teenuste tn 4",Harju maakond, Harku vald, Tabasalu alevik, Teenuste tn 4,1981,1981-1990,29,30,108,11,2.6363636363636362,1,1,1,32.0,32.0,19.0,20.0,282.0,2260.9,538.1,1793.6,tellis,6,2,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,1,0,1.0,C,1898.0,328.79999999999995
333,116021577,"Harju maakond, Saue vald, Saue linn, Koondise tn 9",Harju maakond, Saue vald, Saue linn, Koondise tn 9,1972,1971-1980,29,30,138,5,2.9,0,2,1,15.1,15.0,,,424.0,2135.9,468.3,1808.0,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,0.0,B,457.3,204.8
244,101027181,"Harju maakond, Tallinn, Kesklinna linnaosa, Planeedi tn 2",Harju maakond, Tallinn, Kesklinna linnaosa, Planeedi tn 2,1971,1971-1980,29,30,120,8,3.625,1,1,0,25.7,25.5,,,314.0,1853.5,295.7,1756.6,tellis,6,2,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'lokaalküte'",1,0,0,0,0,1.0,B,1451.0,296.0
6,106007191,"Saare maakond, Saaremaa vald, Kuressaare linn, Rohu tn 1a",Saare maakond, Saaremaa vald, Kuressaare linn, Rohu tn 1a,1982,1981-1990,30,30,162,5,2.0,0,3,1,15.8,16.0,12.9,51.4,620.0,2529.4,521.6,2529.4,tellis,4,0,"'muu', 'bituumen või  PVC  plaat või rullmaterjal'","'kaugküte', 'kohtküte'",1,0,0,1,0,0.0,C,0.0,0.0
189,106007305,"Saare maakond, Saaremaa vald, Kuressaare linn, Mooni tn 1",Saare maakond, Saaremaa vald, Kuressaare linn, Mooni tn 1,1986,1981-1990,30,30,136,3,2.0,0,5,1,12.8,13.0,,,900.0,2585.0,721.0,1938.0,suurplokk,27,22,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,0,0,0.0,D,1179.6,357.29999999999995
111,108012169,"Lääne-Viru maakond, Rakvere linn, Tuleviku tn 6",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Tuleviku tn 6,1985,1981-1990,30,30,120,5,2.0,0,3,1,16.0,16.0,12.7,34.0,497.0,1915.8,377.8,1630.0,väikepaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,B,797.0,276.8
359,110009895,"Põlva maakond, Põlva vald, Põlva linn, Mäe tn 2",Põlva maakond, Põlva vald, Põlva linn, Mäe tn 2,1977,1971-1980,30,30,147,3,2.0,0,5,1,10.5,10.5,10.0,81.2,935.0,2487.0,730.1,1887.3,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,C,1261.8,353.9
238,116008552,"Harju maakond, Kose vald, Kose-Uuemõisa alevik, Aia tn 5",Harju maakond, Kose vald, Kose-Uuemõisa alevik, Aia tn 5,1979,1971-1980,30,30,148,3,2.0,0,5,1,10.4,10.5,,,1219.0,2772.7,785.2,2191.5,suurplokk,6,2,'plekk','kaugküte',0,1,0,1,0,0.0,D,1670.9,403.6
362,104031923,"Tartu maakond, Tartu linn, Tartu linn, Lutsu tn 16",Tartu maakond, Tartu linn, Tartu linn, Lutsu tn 16,1959,1951-1960,30,30,78,4,2.5,0,3,1,15.9,16.0,11.5,35.9,391.0,1504.0,317.2,1504.0,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,A,770.0,283.0
253,108012150,"Lääne-Viru maakond, Rakvere linn, Saue tn 13",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Saue tn 13,1984,1981-1990,30,30,140,3,2.5,0,4,1,11.9,12.0,24.8,56.9,970.0,2217.9,800.9,1964.8,tellis,9,5,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,,947.8,247.61
318,108012220,"Lääne-Viru maakond, Rakvere linn, Vabaduse tn 78",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Vabaduse tn 78,1992,1991-2000,30,30,137,3,2.5,0,4,1,11.9,12.0,20.4,61.1,852.2,2508.1,770.2,2508.1,väikepaneel,7,3,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',0,1,0,0,0,0.0,C,492.0,132.0
76,111027403,"Valga maakond, Valga vald, Valga linn, Tööstuse tn 2",Valga maakond, Valga vald, Valga linn, Tööstuse tn 2,1992,1991-2000,30,30,137,3,2.5,0,4,1,11.9,12.0,16.8,60.7,843.0,2463.1,100.0,1930.0,suurplokk,6,2,"'eterniit', 'plaatmaterjal (seal hulgas tsementkiudplaat)'",'kaugküte',0,1,0,1,0,0.0,C,926.6999999999999,292.1
19,101016898,"Harju maakond, Tallinn, Haabersti linnaosa, Õismäe tee 11",Harju maakond, Tallinn, Haabersti linnaosa, Õismäe tee 11,1975,1971-1980,30,30,120,5,3.0,0,2,1,15.6,15.5,12.8,31.1,382.0,1969.0,453.5,1661.0,suurpaneel,4,0,"'bituumen või  PVC  plaat või rullmaterjal', 'muu'",'kaugküte',1,0,0,1,1,0.0,C,828.0,230.0
49,104025856,"Tartu maakond, Kambja vald, Kambja alevik, Männi tn 15",Tartu maakond, Kambja vald, Kambja alevik, Männi tn 15,1982,1981-1990,30,30,140,5,3.0,0,2,1,16.5,16.5,,,563.0,2307.5,341.0,1925.0,väikepaneel,6,2,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,E,1216.0,324.0
207,104028314,"Tartu maakond, Tartu linn, Tartu linn, Ravila tn 52",Tartu maakond, Tartu linn, Tartu linn, Ravila tn 52,1984,1981-1990,30,30,130,5,3.0,0,2,1,16.0,16.0,12.0,40.0,434.0,1929.7,93.6,1739.5,väikepaneel,4,0,'muu','kaugküte',1,0,0,0,1,0.0,E,1121.9,298.0
120,108011781,"Lääne-Viru maakond, Rakvere linn, Laada tn 47",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Laada tn 47,1973,1971-1980,30,30,120,5,3.0,0,2,1,15.7,15.5,23.7,58.0,760.3,3338.1,403.7,2770.5,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,1.0,C,0.0,0.0
120,108011781,"Lääne-Viru maakond, Rakvere linn, Laada tn 47",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Laada tn 47,1973,1971-1980,30,30,120,5,3.0,0,2,1,15.7,15.5,23.7,58.0,760.3,3338.1,403.7,2770.5,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,1.0,C,0.0,0.0
232,108011850,"Lääne-Viru maakond, Rakvere linn, Laada tn 45",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Laada tn 45,1975,1971-1980,30,30,120,5,3.0,0,2,1,14.4,14.5,25.6,62.9,788.9,3773.8,576.6,3331.2,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,0.0,A,1199.0,551.0
61,111032361,"Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 9",Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 9,1978,1971-1980,30,30,126,5,3.0,0,2,1,13.0,13.0,,,450.0,2118.4,524.0,1754.0,väikepaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,C,1422.0,602.0
265,113021393,"Võru maakond, Võru linn, Luha tn 29",Võru maakond, Võru linn, Võru linn, Luha tn 29,1991,1991-2000,30,30,140,5,3.0,0,2,1,15.3,15.5,13.2,39.7,490.0,2192.2,61.2,1919.0,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,A,1299.0,224.3
334,116033502,"Harju maakond, Saue vald, Saue linn, Koondise tn 11",Harju maakond, Saue vald, Saue linn, Koondise tn 11,1970,1961-1970,30,30,140,5,3.0,0,2,1,15.5,15.5,,,416.0,2189.8,505.4,1812.0,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,0.0,B,820.0,317.6
335,116033504,"Harju maakond, Saue vald, Saue linn, Koondise tn 13",Harju maakond, Saue vald, Saue linn, Koondise tn 13,1970,1961-1970,30,30,140,5,3.0,0,2,1,15.5,15.5,,,416.0,2181.9,497.1,1812.0,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,0.0,B,820.0,317.6
119,103013847,"Pärnu maakond, Pärnu linn, Pärnu linn, Oja tn 33",Pärnu maakond, Pärnu linn, Pärnu linn, Oja tn 33,1989,1981-1990,31,30,137,4,2.5833333333333335,0,3,1,14.0,14.0,,,612.0,2113.8,498.0,1826.0,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,C,1244.0,289.0
389,104032735,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 3",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 3,1962,1961-1970,31,30,117,4,2.5833333333333335,0,3,1,15.2,15.0,11.4,35.7,406.3,1364.0,238.2,1364.0,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,B,852.1,252.79999999999998
366,104016939,"Tartu maakond, Tartu linn, Tartu linn, Turu tn 9",Tartu maakond, Tartu linn, Tartu linn, Turu tn 9,1963,1961-1970,31,30,127,4,3.875,0,2,1,15.3,15.5,11.7,41.2,445.0,1604.1,244.9,1604.1,tellis,5,1,'plekk','kaugküte',0,1,0,0,0,1.0,A,966.6,297.40000000000003
88,111030105,"Valga maakond, Tõrva vald, Tõrva linn, Valga tn 64",Valga maakond, Tõrva vald, Tõrva linn, Valga tn 64,1972,1971-1980,32,30,143,4,2.0,0,4,1,13.0,13.0,,,603.0,2187.8,526.9,1875.0,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,C,457.3,204.8
188,111032126,"Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 6",Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 6,1980,1971-1980,32,30,155,4,2.0,0,4,1,13.5,13.5,,,776.0,2901.4,817.2,2166.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,1,0,0.0,A,1281.4,481.4
91,111033287,"Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 10",Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 10,1972,1971-1980,32,30,156,4,2.0,0,4,1,12.0,12.0,,,781.0,2955.7,823.2,2405.0,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,B,1418.0,339.4
309,116002170,"Harju maakond, Harku vald, Tabasalu alevik, Kase tn 8",Harju maakond, Harku vald, Tabasalu alevik, Kase tn 8,1973,1971-1980,32,30,140,3,2.1333333333333333,0,5,1,10.2,10.0,12.2,57.6,755.0,2390.4,764.2,1717.4,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,1.0,D,1136.5,365.3
25,101021121,"Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 135",Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 135,1959,1951-1960,32,30,120,4,2.6666666666666665,0,3,1,16.6,16.5,,,398.0,1504.5,319.3,1205.6,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,C,727.1,268.8
193,101013120,"Harju maakond, Tallinn, Kristiine linnaosa, Sõpruse pst 6",Harju maakond, Tallinn, Kristiine linnaosa, Sõpruse pst 6,1963,1961-1970,32,30,131,4,4.0,0,2,1,13.8,14.0,,,444.0,1742.7,408.4,1435.2,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,A,887.3,314.70000000000005
157,101016792,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Angerja tn 4",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Angerja tn 4,1962,1961-1970,32,30,136,4,4.0,0,2,1,15.3,15.5,,,440.0,1753.2,411.3,1454.0,suurplokk,4,0,'muu','kaugküte',0,1,0,0,0,1.0,D,813.0,319.0
122,101018766,"Harju maakond, Tallinn, Kristiine linnaosa, Sõpruse pst 4",Harju maakond, Tallinn, Kristiine linnaosa, Sõpruse pst 4,1964,1961-1970,32,30,136,4,4.0,0,2,1,14.8,15.0,,,445.0,1672.0,337.4,1432.0,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,C,867.0,280.0
357,101019746,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Sõle tn 68",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Sõle tn 68,1961,1961-1970,32,30,121,4,4.0,0,2,0,15.0,15.0,11.0,36.0,393.0,1224.0,99.2,1213.4,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,F,0.0,0.0
124,103015549,"Pärnu maakond, Pärnu linn, Pärnu linn, Suur-Jõekalda tn 12",Pärnu maakond, Pärnu linn, Pärnu linn, Suur-Jõekalda tn 12,1962,1961-1970,32,30,120,4,4.0,0,2,1,15.0,15.0,,,394.0,1294.3,97.8,1209.0,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1.0,C,742.0,255.0
301,104016993,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 10",Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 10,1960,1951-1960,32,30,120,4,4.0,0,2,1,17.2,17.0,13.0,35.1,467.0,1652.0,143.9,1355.0,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1.0,D,1027.4,235.4
386,104030706,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 13",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 13,1962,1961-1970,32,30,120,4,4.0,0,2,1,15.3,15.5,11.2,35.7,395.7,1366.2,85.2,1220.4,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,C,609.0,243.0
383,104033072,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 7",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 7,1962,1961-1970,32,30,120,4,4.0,0,2,1,14.7,14.5,11.2,36.2,383.0,1349.9,223.2,1349.9,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,B,938.3000000000001,254.79999999999998
322,104033237,"Tartu maakond, Tartu linn, Tartu linn, Pepleri tn 3",Tartu maakond, Tartu linn, Tartu linn, Pepleri tn 3,1935,1931-1940,32,30,120,4,4.0,0,2,1,14.6,14.5,11.2,36.2,394.0,1368.8,248.4,1368.8,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,A,704.8,256.3
324,104034196,"Tartu maakond, Tartu linn, Tartu linn, Tähe tn 2",Tartu maakond, Tartu linn, Tartu linn, Tähe tn 2,1964,1961-1970,32,30,136,4,4.0,0,2,1,13.5,13.5,11.3,41.3,444.0,1776.4,278.1,1440.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,0,0,1.0,A,712.9,302.9
55,104034486,"Tartu maakond, Tartu linn, Tartu linn, Tähe tn 56a",Tartu maakond, Tartu linn, Tartu linn, Tähe tn 56a,1967,1961-1970,32,30,136,4,4.0,0,2,1,14.0,14.0,11.3,41.4,455.0,1611.2,263.7,1396.7,tellis,4,0,"'eterniit', 'plekk'","'lokaalküte', 'kaugküte'",0,1,0,0,1,0.0,D,1096.0,282.7
108,108010875,"Lääne-Viru maakond, Rakvere linn, Võimla tn 3",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Võimla tn 3,1964,1961-1970,32,30,120,4,4.0,0,2,1,15.4,15.5,11.5,35.8,413.0,1399.0,301.6,1097.4,tellis,4,0,'plekk','kaugküte',0,1,0,1,0,1.0,D,783.0,227.0
250,108017482,"Lääne-Viru maakond, Tapa vald, Tapa linn, 1. Mai pst 6",Lääne-Viru maakond, Tapa vald, Tapa linn, 1. Mai pst 6,1962,1961-1970,32,30,121,4,4.0,0,2,1,16.0,16.0,,,396.0,1101.3,0.0,1088.0,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,D,752.0,261.0
280,101012251,"Harju maakond, Tallinn, Nõmme linnaosa, Kalda tn 60",Harju maakond, Tallinn, Nõmme linnaosa, Kalda tn 60,1989,1981-1990,33,30,135,7,2.357142857142857,2,2,0,23.9,24.0,24.6,36.2,533.6,2566.0,655.2,2520.0,tellis,8,4,'plekk','lokaalküte',0,1,0,0,1,1.0,C,1199.0,566.0
277,108017779,"Lääne-Viru maakond, Tapa vald, Tapa linn, Roheline tn 20a",Lääne-Viru maakond, Tapa vald, Tapa linn, Roheline tn 20a,1959,1951-1960,33,30,93,3,3.6666666666666665,0,3,1,13.4,13.5,11.5,49.9,582.0,1551.0,403.0,1148.0,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,C,665.0,284.4
385,104037210,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 9",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 9,1962,1961-1970,33,30,122,4,4.125,0,2,1,15.3,15.5,11.2,35.7,392.7,1377.2,252.7,1228.0,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,C,609.0,243.0
312,120294839,"Valga maakond, Tõrva vald, Linna küla, Ujula tn 4",Valga maakond, Tõrva vald, Linna küla, Ujula tn 4,1980,1971-1980,34,30,75,4,1.7,0,5,1,12.8,13.0,14.0,60.3,780.0,2470.5,752.9,1902.2,suurplokk,4,0,'eterniit','lokaalküte',0,1,0,0,0,0.0,E,1062.3,263.6
350,104016899,"Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 3",Tartu maakond, Tartu linn, Tartu linn, Aleksandri tn 3,1963,1961-1970,34,30,136,4,2.8333333333333335,0,3,1,15.0,15.0,11.3,41.4,454.0,1750.6,416.1,1457.0,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,0,1.0,C,1052.9,299.7
294,109013076,"Rapla maakond, Märjamaa vald, Märjamaa alev, Pargi tn 19",Rapla maakond, Märjamaa vald, Märjamaa alev, Pargi tn 19,1981,1981-1990,34,30,124,3,11.333333333333334,0,1,1,10.3,10.5,14.0,47.0,708.0,1691.9,271.3,1692.0,suurplokk,8,4,'bituumen või  PVC  plaat või rullmaterjal',"'kohtküte', 'lokaalküte'",1,0,0,0,0,1.0,C,839.0,231.0
